740:		45264	45264
741:		45387	45387
742:		45510	45510
743:		45633	45633
744:		45757	45757
745:		45880	45880
746:		46004	46004
747:		46128	46128
748:		46252	46252
749:		46376	46376
750:		46501	46501
751:		46625	46625
752:		46750	46750
753:		46875	46875
754:		47000	47000
755:		47125	47125
756:		47251	47251
757:		47376	47376
758:		47502	47502
759:		47628	47628
760:		47754	47754
761:		47880	47880
762:		48007	48007
763:		48133	48133
764:		48260	48260
765:		48387	48387
766:		48514	48514
767:		48641	48641
768:		48769	48769
769:		48896	48896
770:		49024	49024
771:		49152	49152
772:		49280	49280
773:		49408	49408
774:		49537	49537
775:		49665	49665
776:		49794	49794
777:		49923	49923
778:		50052	50052
779:		50181	50181
780:		50311	50311
781:		50440	50440
782:		50570	50570
783:		50700	50700
784:		50830	50830
785:		50960	50960
786:		51091	51091
787:		51221	51221
788:		51352	51352
789:		51483	51483
790:		51614	51614
791:		51745	51745
792:		51877	51877
793:		52008	52008
794:		52140	52140
795:		52272	52272
796:		52404	52404
797:		52536	52536
798:		52669	52669
799:		52801	52801
800:		52934	52934
801:		53067	53067
802:		53200	53200
803:		53333	53333
804:		53467	53467
805:		53600	53600
806:		53734	53734
807:		53868	53868
808:		54002	54002
809:		54136	54136
810:		54271	54271
811:		54405	54405
812:		54540	54540
813:		54675	54675
814:		54810	54810
815:		54945	54945
816:		55081	55081
817:		55216	55216
818:		55352	55352
819:		55488	55488
820:		55624	55624
821:		55760	55760
822:		55897	55897
823:		56033	56033
824:		56170	56170
825:		56307	56307
826:		56444	56444
827:		56581	56581
828:		56719	56719
829:		56856	56856
830:		56994	56994
831:		57132	57132
832:		57270	57270
833:		57408	57408
834:		57547	57547
835:		57685	57685
836:		57824	57824
837:		57963	57963
838:		58102	58102
839:		58241	58241
840:		58381	58381
841:		58520	58520
842:		58660	58660
843:		58800	58800
844:		58940	58940
845:		59080	59080
846:		59221	59221
847:		59361	59361
848:		59502	59502
849:		59643	59643
850:		59784	59784
851:		59925	59925
852:		60067	60067
853:		60208	60208
854:		60350	60350
855:		60492	60492
856:		60634	60634
857:		60776	60776
858:		60919	60919
859:		61061	61061
860:		61204	61204
861:		61347	61347
862:		61490	61490
863:		61633	61633
864:		61777	61777
865:		61920	61920
866:		62064	62064
867:		62208	62208
868:		62352	62352
869:		62496	62496
870:		62641	62641
871:		62785	62785
872:		62930	62930
873:		63075	63075
874:		63220	63220
875:		63365	63365
876:		63511	63511
877:		63656	63656
878:		63802	63802
879:		63948	63948
880:		64094	64094
881:		64240	64240
882:		64387	64387
883:		64533	64533
884:		64680	64680
885:		64827	64827
886:		64974	64974
887:		65121	65121
888:		65269	65269
889:		65416	65416
890:		65564	65564
891:		65712	65712
892:		65860	65860
893:		66008	66008
894:		66157	66157
895:		66305	66305
896:		66454	66454
897:		66603	66603
898:		66752	66752
899:		66901	66901
900:		67051	67051
901:		67200	67200
902:		67350	67350
903:		67500	67500
904:		67650	67650
905:		67800	67800
906:		67951	67951
907:		68101	68101
908:		68252	68252
909:		68403	68403
910:		68554	68554
911:		68705	68705
912:		68857	68857
913:		69008	69008
914:		69160	69160
915:		69312	69312
916:		69464	69464
917:		69616	69616
918:		69769	69769
919:		69921	69921
920:		70074	70074
921:		70227	70227
922:		70380	70380
923:		70533	70533
924:		70687	70687
925:		70840	70840
926:		70994	70994
927:		71148	71148
928:		71302	71302
929:		71456	71456
930:		71611	71611
931:		71765	71765
932:		71920	71920
933:		72075	72075
934:		72230	72230
935:		72385	72385
936:		72541	72541
937:		72696	72696
938:		72852	72852
939:		73008	73008
940:		73164	73164
941:		73320	73320
942:		73477	73477
943:		73633	73633
944:		73790	73790
945:		73947	73947
946:		74104	74104
947:		74261	74261
948:		74419	74419
949:		74576	74576
950:		74734	74734
951:		74892	74892
952:		75050	75050
953:		75208	75208
954:		75367	75367
955:		75525	75525
956:		75684	75684
957:		75843	75843
958:		76002	76002
959:		76161	76161
960:		76321	76321
961:		76480	76480
962:		76640	76640
963:		76800	76800
964:		76960	76960
965:		77120	77120
966:		77281	77281
967:		77441	77441
968:		77602	77602
969:		77763	77763
970:		77924	77924
971:		78085	78085
972:		78247	78247
973:		78408	78408
974:		78570	78570
975:		78732	78732
976:		78894	78894
977:		79056	79056
978:		79219	79219
979:		79381	79381
980:		79544	79544
981:		79707	79707
982:		79870	79870
983:		80033	80033
984:		80197	80197
985:		80360	80360
986:		80524	80524
987:		80688	80688
988:		80852	80852
989:		81016	81016
990:		81181	81181
991:		81345	81345
992:		81510	81510
993:		81675	81675
994:		81840	81840
995:		82005	82005
996:		82171	82171
997:		82336	82336
998:		82502	82502
999:		82668	82668
